Code;Title
1E51.0Y;Otra hepatitis B crónica especificada
1E51.0Z;"Hepatitis B crónica, sin especificación"
1E51.1;Hepatitis C crónica
1E51.2;Hepatitis D crónica
1E51.3;Hepatitis E crónica
1E51.Y;Otra hepatitis viral crónica especificada
1E51.Z;"Hepatitis viral crónica, sin especificación"
1E5Z;"Hepatitis viral, sin especificación"
1E70;Viruela
1E71;Viruela de los simios
1E72;Viruela vacuna
1E73;Vaccinia
1E74;Viruela de los búfalos
1E75;ectima contagioso
1E76;Molusco contagioso
1E7Y;Otras infecciones por poxvirus especificadas
1E7Z;"Infecciones por poxvirus, sin especificación"
1E80;Verrugas comunes
1E80.0;Verrugas de los dedos o periungueales
1E80.1;Verrugas plantares
1E80.Y;Otras verrugas comunes especificadas
1E81;Verrugas planas
1E82;Verrugas de los labios o de la cavidad bucal
1E82.0;Hiperplasia epitelial focal de las mucosas bucales
1E83;Proliferación del virus del papiloma humano en situaciones de inmunodeficiencia
1E8Z;"Infección mucocutánea por el virus del papiloma humano, sin especificación"
1E90;Varicela
1E90.0;Varicela sin complicaciones
1E90.1;Meningitis por varicela
1E90.2;Encefalitis por varicela
1E90.Y;Varicela con otra complicación especificada
1E90.Z;"Varicela, sin especificación"
1E91;Zóster
1E91.0;Zóster sin complicaciones
1E91.1;Zóster oftálmico
1E91.2;Zóster diseminado
1E91.3;Zóster con afectación del sistema nervioso central
1E91.4;Neuropatía aguda de un nervio craneal por zóster
1E91.40;Neuropatía aguda del trigémino por zóster
1E91.41;Ganglionitis herpética geniculada aguda
1E91.4Y;Otra neuropatía aguda especificada de un nervio craneal por zóster
1E91.5;Polineuropatía postherpética
1E91.Y;Zóster con otras complicaciones especificadas
1E91.Z;"Zóster, sin especificación"
1F00;Infecciones por herpes simple
1F00.0;Infección mucocutánea por herpes simple
1F00.00;Infección cutánea por herpes simple
1F00.01;Herpes simple del labio
1F00.02;Gingivoestomatitis por herpes simple
1F00.03;Infección cutánea diseminada por herpes simple complicando otras enfermedades de la piel
1F00.0Y;Otra infección mucocutánea especificada por virus del herpes simple
1F00.1;Infección ocular por herpes simple
1F00.10;Queratitis por herpes simple
1F00.11;Infección palpebral por Herpes simplex
1F00.1Y;Otra infección ocular por herpes simple especificada
1F00.1Z;"Infección ocular por herpes simple, sin especificación"
1F00.2;Infección del sistema nervioso central por Herpes simplex
1F00.20;Meningitis por herpes simplex
1F00.21;Encefalitis por Herpes simplex
1F00.3;Infección diseminada por Herpes simplex
1F00.Y;Otras infecciones por herpes simple especificadas
1F00.Z;"Infecciones por herpes simple, sin especificación"
1F01;Exantema súbito
1F02;Rubéola
1F02.0;Rubéola con complicaciones neurológicas
1F02.1;Artritis por rubéola
1F02.2;Rubéola sin complicaciones
1F02.Y;Otra rubéola especificada
1F03;Sarampión
1F03.0;Sarampión sin complicaciones
1F03.1;Sarampión complicado con encefalitis
1F03.2;Sarampión complicado con meningitis
1F03.Y;Sarampión con otras complicaciones
1F04;Eritema infeccioso
1F05;Infecciones por picornavirus que se manifiestan en la piel o las mucosas
1F05.0;Estomatitis vesicular enteroviral
1F05.1;Faringitis vesicular enteroviral
1F05.2;Fiebre exantemática enteroviral
1F05.3;Enfermedad de pie y boca
1F05.Y;Otras infecciones por picornavirus especificadas que se manifiestan en la piel o las mucosas
1F0Y;Otras infecciones virales especificadas caracterizadas por lesiones cutáneas o mucosas
1F0Z;"Infecciones virales caracterizadas por lesiones cutáneas o mucosas, sin especificación"
1F20;Aspergilosis
1F20.0;Aspergilosis invasora
1F20.00;Aspergilosis invasora del tubo digestivo
1F20.01;Aspergilosis cerebral invasora
1F20.02;Aspergilosis diseminada
1F20.0Y;Otra aspergilosis invasora especificada
1F20.1;Aspergilosis no invasora
1F20.10;Otomicosis por Aspergillus
1F20.11;Aspergilosis crónica de los senos paranasales
1F20.12;Aspergilosis pulmonar crónica
1F20.13;Aspergilosis amigdalina
1F20.14;Bronquitis por Aspergillus
1F20.15;Traqueobronquitis obstructiva por Aspergillus
1F20.1Y;Otra aspergilosis no invasora especificada
1F20.Z;"Aspergilosis, sin especificación"
1F21;Basidiobolomicosis
1F22;Blastomicosis
1F23;Candidosis
1F23.0;Candidosis labial o de la mucosa bucal
1F23.1;Candidosis de la piel o de las membranas mucosas
1F23.10;Candidosis vulvovaginal
1F23.11;Balanopostitis por Candida
1F23.12;Candidosis flexural o intertriginosa
1F23.13;Candidosis de la uña o el paroniquio
1F23.14;Candidosis mucocutánea crónica
1F23.15;Candidosis cutánea diseminada
1F23.16;Otomicosis por candida
1F23.1Y;Otra candidosis especificada de la piel o de las membranas mucosas
1F23.1Z;"Candidosis de la piel o de las membranas mucosas, sin especificación"
1F23.2;Candidosis del aparato gastrointestinal
1F23.3;Candidosis invasora o sistémica
1F23.30;Meningitis por Candida
1F23.31;Candidosis pulmonar
1F23.3Y;Otra candidosis invasora o sistémica especificada
1F23.3Z;"Candidosis invasora o sistémica, sin especificación"
1F23.Y;Otra candidosis especificada
1F23.Z;"Candidosis, sin especificación"
1F24;Cromoblastomicosis
1F25;Coccidioidomicosis
1F25.0;Coccidioidomicosis pulmonar
1F25.00;Coccidioidomicosis pulmonar aguda
1F25.01;Coccidioidomicosis pulmonar crónica
1F25.1;Coccidioidomicosis extratorácica
1F25.10;Coccidioidomicosis diseminada
1F25.11;Coccidioidomicosis cutánea primaria
1F25.12;Meningitis coccidioides
1F25.1Y;Otra coccidioidomicosis extratorácica especificada
1F25.Z;"Coccidioidomicosis, sin especificación"
1F26;Conidiobolomicosis
1F27;Criptococosis
1F27.0;Criptococosis pulmonar
1F27.1;Criptococosis cerebral
1F27.2;Criptococosis diseminada
1F27.Y;Otra criptococosis especificada
1F27.Z;"Criptococosis, sin especificación"
1F28;Dermatofitosis
1F28.0;Dermatofitosis del cuero cabelludo
1F28.1;Dermatofitosis de las uñas
1F28.2;Dermatofitosis del pie
1F28.3;Dermatofitosis genitocrural
1F28.4;Querion
1F28.5;Dermatofitosis diseminada
1F28.Y;Otra dermatofitosis especificada
1F28.Z;"Dermatofitosis, sin especificación"
1F29;Eumicetoma
1F2A;Histoplasmosis
1F2A.0;Histoplasmosis capsulati pulmonar
1F2A.1;Histoplasmosis por Histoplasmosis duboisii
1F2A.Y;Otra histoplasmosis especificada
1F2A.Z;"Histoplasmosis, sin especificación"
1F2B;Lobomicosis
1F2C;Mucormicosis
1F2D;Dermatomicosis superficiales no dermatofíticas
1F2D.0;Pitiriasis versicolor
1F2D.1;Foliculitis por Malassezia
1F2D.2;Piedra blanca
1F2D.3;Piedra negra
1F2D.4;Tiña negra
1F2D.5;Onicomicosis por hongos no dermatofíticos
1F2D.Y;Otras dermatomicosis superficiales no dermatofíticas especificadas
1F2E;Paracoccidioidomicosis
1F2E.0;Paracoccidioidomicosis pulmonar
1F2E.1;Paracoccidioidomicosis diseminada
1F2E.Y;Otra paracoccidioidomicosis especificada
1F2E.Z;"Paracoccidioidomicosis, sin especificación"
1F2F;Feohifomicosis
1F2G;Neumocistosis
1F2G.0;Neumocistosis pulmonar
1F2G.Z;"Neumocistosis, sin especificación"
1F2H;Escedosporiosis
1F2J;Esporotricosis
1F2J.0;Esporotricosis linfocutánea
1F2J.1;Esporotricosis cutánea fija
1F2J.2;Esporotricosis pulmonar
1F2J.3;Esporotricosis diseminada
1F2J.Y;Otra esporotricosis especificada
1F2J.Z;"Esporotricosis, sin especificación"
1F2K;Talaromicosis
1F2L;Emmonsiosis
1F2L.0;Adiaspiromicosis diseminada
1F2L.1;Adiaspiromicosis pulmonar
1F2L.Y;Otro(a)(s) emmonsiosis especificado(a)(s)
1F2L.Z;"Emmonsiosis, sin especificación"
1F2Y;Otro(a)(s) micosis especificado(a)(s)
1F2Z;"Micosis, sin especificación"
1F40;Paludismo por Plasmodium falciparum
1F40.0;Paludismo por Plasmodium falciparum con complicaciones cerebrales
1F40.Y;Otro paludismo especificado por Plasmodium falciparum
1F40.Z;"Paludismo por Plasmodium falciparum, sin especificación"
1F41;Paludismo por Plasmodium vivax
1F41.0;Paludismo por Plasmodium vivax con rotura de bazo
1F41.Y;Paludismo por Plasmodium vivax con otras complicaciones
1F41.Z;Paludismo por Plasmodium vivax sin complicaciones
1F42;Paludismo por Plasmodium malariae
1F42.0;Paludismo por Plasmodium malariae con nefropatía
1F42.Y;Paludismo por Plasmodium malariae con otras complicaciones
1F42.Z;"Paludismo por Plasmodium malariae, sin complicaciones"
1F43;Paludismo por Plasmodium ovale
1F44;Otro paludismo con confirmación parasitológica
1F45;Paludismo sin confirmación parasitológica
1F4Z;"Paludismo, sin especificación"
1F50;Acantamebiasis
1F51;Tripanosomiasis africana
1F51.0;Tripanosomiasis gambiense
1F51.00;Meningitis de la tripanosomiasis gambiense
1F51.0Y;Otra tripanosomiasis gambiense especificada
1F51.0Z;"Tripanosomiasis gambiense, sin especificación"
1F51.1;Tripanosomiasis rodesiense
1F51.10;Meningitis de la tripanosomiasis rodesiense
1F51.1Y;Otra tripanosomiasis rodesiense especificada
1F51.1Z;"Tripanosomiasis rodesiense, sin especificación"
1F51.Y;Otra tripanosomiasis africana especificada
1F51.Z;"Tripanosomiasis africana, sin especificación"
1F52;Babesiosis
1F53;Enfermedad de Chagas
1F53.1;Enfermedad de Chagas aguda sin afectación cardíaca
1F53.2;Enfermedad de Chagas crónica con afectación cardíaca
1F53.3;Enfermedad de Chagas con afectación del aparato digestivo
1F53.4;Meningitis en la enfermedad de Chagas
1F53.Y;Otra enfermedad de Chagas especificada
1F53.Z;"Enfermedad de Chagas, sin especificación"
1F54;Leishmaniosis
1F54.0;Leishmaniosis visceral
1F54.1;Leishmaniosis cutánea
1F54.2;Leishmaniosis mucocutánea
1F54.Z;"Leishmaniosis, sin especificación"
1F55;Naegleriasis
1F56;Rinosporidiosis
1F57;Toxoplasmosis
1F57.0;Hepatitis por Toxoplasma gondii
1F57.1;Meningoencefalitis por Toxoplasma gondii
1F57.2;Toxoplasmosis pulmonar por Toxoplasma gondii
1F57.3;Enfermedad ocular por Toxoplasma gondii
1F57.Y;Otra toxoplasmosis especificada
1F57.Z;"Toxoplasmosis, sin especificación"
1F58;Microsporidiosis
1F5Z;"Enfermedad protozoaria extraintestinal, sin especificación"
1F60;Angiostrongiliasis
1F60.0;Meningitis eosinofílica por Angiostrongylus cantonensis
1F60.1;Angiostrongiliasis intestinal
1F60.Y;Otra angiostrongiliasis especificada
1F60.Z;"Angiostrongiliasis, sin especificación"
1F61;Anisakiasis
1F62;Ascariosis
1F63;Capilariasis
1F63.0;Capilariasis intestinal
1F63.Y;Otra capilariasis especificada
1F63.Z;"Capilariasis, sin especificación"
1F64;Dracunculosis
1F65;Enterobiasis
1F66;Filariasis
1F66.0;Loasis
1F66.1;Mansoneliasis
1F66.2;Filariosis por Brugia
1F66.3;Filariosis linfática
1F66.30;Filariosis por Wuchereria bancrofti
1F66.31;Filariosis por Brugia malayi
1F66.32;Filariosis por Brugia timori
1F66.3Z;"Filariosis linfática, sin especificación"
1F66.4;Dirofilariosis subcutánea
1F66.Y;Otras filariasis especificadas
1F66.Z;"Filariasis, sin especificación"
1F67;Gnatostomiasis
1F68;Enfermedades por Ancylostoma
1F68.0;Anquilostomiasis
1F68.1;Necatoriasis
1F68.2;Larva migratoria cutánea
1F69;Esofagostomiasis
1F6A;Oncocercosis
1F6A.0;Oncocercosis ocular
1F6A.1;Oncocercosis de la piel
1F6A.Y;Otra oncocercosis especificada
1F6B;Estrongiloidosis
1F6C;Singamosis
1F6D;Toxocariasis
1F6E;Triquinosis
1F6F;Tricostrongilosis
1F6G;Trichuriasis
1F6H;Uncinariosis
1F6Y;Otras enfermedades especificadas por nematodos
1F6Z;"Enfermedades por nematodos, sin especificación"
1F70;Cisticercosis
1F70.0;Cisticercosis del sistema nervioso central
1F70.00;Meningitis por cisticercosis
1F70.1;Cisticercosis ocular
1F70.Y;Otra cisticercosis especificada
1F70.Z;"Cisticercosis, sin especificación"
1F71;Difilobotriosis
1F72;Dipilidiasis
1F73;Equinococosis
1F73.0;Equinococosis hepática
1F73.1;Equinococosis pulmonar
1F73.2;Equinococosis ósea
1F73.3;Equinococosis del sistema nervioso central
1F73.Y;Otra equinococosis especificada
1F73.Z;"Equinococosis, sin especificación"
1F74;Himenolepiasis
1F75;Esparganosis
1F76;Teniosis
1F76.0;Teniosis por Taenia solium
1F76.1;Teniosis por Taenia saginata
1F76.Y;Otra teniosis especificada
1F76.Z;"Teniosis, sin especificación"
1F7Y;Otras enfermedades por cestodos especificadas
1F7Z;"Enfermedades por cestodos, sin especificación"
1F80;Clonorquiasis
1F81;dicroceliosis
1F82;Fasciolosis
1F83;Fasciolopsiasis
1F84;Opistorquiasis
1F85;Paragonimiasis
1F86;Esquistosomiasis
1F86.0;Esquistosomiasis por Schistosoma haematobium
1F86.1;Esquistosomiasis por Schistosoma mansoni
1F86.2;Esquistosomiasis por Schistosoma japonicum
1F86.3;Otras esquistosomiasis
1F86.4;Dermatitis por cercarias
1F86.5;Neumonitis por Schistosoma
1F86.Z;"Esquistosomiasis, sin especificación"
1F8Y;Otras enfermedades por trematodos especificadas
1F8Z;"Enfermedades por trematodos, sin especificación"
1F90;Helmintiasis de otro tipo y sin especificación
1F90.0;Helmintiasis intestinal mixta
1F90.1;Infestación parasitaria intestinal no especificada en otra parte
1F90.2;"Helmintiasis intestinal, sin especificación"
1F90.Y;"Otra helmintiasis especificada o sin especificación, especificada"
1F90.Z;"Otra helmintiasis especificada o sin especificación, sin especificación"
1F91;Difilobotriasis y esparganosis
1F9Z;"Helmintiasis, sin especificación"
1G00;infestación por piojo
1G00.0;Pediculosis de la cabeza
1G00.1;Pediculosis del cuerpo
1G00.Z;"Pediculosis, sin especificación"
1G01;Miasis
1G01.0;Miasis ocular
1G01.1;Miasis nasofaríngea
1G01.2;Miasis laríngea
1G01.3;Miasis cutánea
1G01.Y;Otra miasis especificada
1G01.Z;"Miasis, sin especificación"
1G02;Hirudiniasis externa
1G03;Ptiriasis
1G04;Sarna
1G04.0;Sarna clásica
1G04.1;Sarna costrosa
1G04.Y;"Sarna, de otros tipos y sin especificación"
1G05;Tungiasis
1G06;Cimicosis
1G07;Infestación por ácaros
1G07.0;Infestación por Demodex
1G07.Y;Otra infestación especificada por ácaros
1G0Y;Otras infestaciones por ectoparásitos especificada
1G0Z;"Infestaciones por ectoparásitos, sin especificación"
1G2Y;Otras parasitosis especificadas
1G2Z;"Parasitosis, sin especificación"
1G40;Sepsis sin choque séptico
1G41;Sepsis con choque séptico
1G60;Algunos otros trastornos de origen infeccioso
1G60.0;Micetoma de tipo desconocido o no especificado
1G60.1;Pitiosis
1G60.2;Prototecosis
1G60.Y;Algunos otros trastornos especificados de origen infeccioso
1G80;Secuelas de la tuberculosis
1G81;Secuelas del tracoma
1G82;Secuelas de la lepra
1G83;Secuelas de la poliomielitis
1G84;Secuelas de la encefalitis viral
1G85;Secuelas de la difteria
1G8Y;Otras secuelas especificadas de enfermedades infecciosas
1H0Z;"Algunas enfermedades infecciosas o parasitarias, sin especificación"
2A00;Neoplasias primarias de cerebro
2A00.0;Gliomas de cerebro
2A00.00;Glioblastoma de cerebro
2A00.0Y;Otros gliomas especificados del cerebro
2A00.0Z;"Gliomas de cerebro, sin especificación"
2A00.1;Tumores embrionarios de cerebro
2A00.10;Meduloblastoma del encéfalo
2A00.11;Tumor neuroectodérmico primitivo central
2A00.1Y;Otros tumores embrionarios especificados decerebro
2A00.1Z;"Tumores embrionarios decerebro, sin especificación"
2A00.2;Tumores del tejido neuroepitelial del encéfalo
2A00.20;Tumores de la glándula pineal o de la región pineal
2A00.21;Tumores mixtos gliales-neuronales
2A00.22;Tumores de los plexos coroideos
2A00.2Y;Otros tumores especificados del tejido neuroepitelial del encéfalo
2A00.2Z;"Tumores del tejido neuroepitelial del encéfalo, sin especificación"
2A00.3;Neurocitoma central del encéfalo
2A00.4;Astroblastoma de cerebro
2A00.5;Neoplasia primaria de cerebro de tipo desconocido o no especificado
2A01;Neoplasias primarias de las meninges
2A01.0;Meningiomas
2A01.00;Meningioma primario maligno
2A01.0Y;Otros meningeomas especificados
2A01.0Z;"Meningiomas, sin especificación"
2A01.1;Tumores mesenquimatosos de las meninges
2A01.2;Neoplasia primaria de las meninges de tipo desconocido o no especificado
2A02;"Neoplasia primaria de la médula espinal, los nervios craneales u otras partes del sistema nervioso central"
2A02.0;"Gliomas de médula espinal, pares craneales u otras partes del sistema nervioso central"
2A02.00;"Glioblastoma de médula espinal, pares craneales u otras partes del sistema nervioso central"
