Code;Title;DepthInKind
1D0Z;"Infecciones No Virales Y No Especificadas Del Sistema Nervioso Central, Sin Especificación";1
1D20;Dengue Sin Signos De Alarma;1
1D21;Dengue Con Signos De Alarma;1
1D22;Dengue Grave;1
1D2Z;"Fiebre Del Dengue, Sin Especificación";1
1D40;Enfermedad Por El Virus Del Chikungunya;1
1D41;Fiebre Por Garrapatas De Colorado;1
1D42;Fiebre O’Nyong-Nyong;1
1D43;Enfermedad Por El Virus Del Oropuche;1
1D44;Fiebre Del Valle Del Rift;1
1D45;Fiebre Transmitida Por Phlebotomus;1
1D46;Infección Por El Virus Del Nilo Occidental;1
1D47;Fiebre Amarilla;1
1D48;Enfermedad Por El Virus De Zika;1
1D49;Fiebre Hemorrágica De Crimea Y El Congo;1
1D4A;Fiebre Hemorrágica De Omsk;1
1D4B;Enfermedad De La Selva De Kyasanur;1
1D4C;Fiebre Hemorrágica De Alkhurma;1
1D4D;Enfermedad Del Río Ross;1
1D4E;Síndrome De Trombocitopenia Febril Grave;1
1D4Y;Otras Fiebres Virales Especificadas Transmitidas Por Artrópodos;1
1D4Z;"Fiebre Viral Transmitida Por Artrópodos, Sin Especificación";1
1D60;Enfermedad Por Filovirus;1
1D60.0;Enfermedad Del Ébola;2
1D60.00;Enfermedad Por El Virus De Bundibugyo;3
1D60.01;Enfermedad Por El Virus Del Ébola;3
1D60.02;Enfermedad Por El Virus De Sudán;3
1D60.03;Enfermedad Del Ébola Atípica;3
1D60.0Y;Otra Enfermedad Del Ébola Especificada;3
1D60.0Z;"Enfermedad Del Ébola, Sin Especificación";3
1D60.1;Enfermedad De Marburgo;2
1D60.10;Enfermedad Por El Virus De Marburgo;3
1D60.11;Enfermedad De Marburgo Atípica;3
1D60.1Y;Otra Enfermedad De Marburgo Especificada;3
1D60.1Z;"Enfermedad De Marburgo, Sin Especificación";3
1D60.Y;Otra Enfermedad Por Filovirus Especificada;2
1D60.Z;"Enfermedad Por Filovirus, Sin Especificación";2
1D61;Enfermedad Por Arenavirus;1
1D61.0;Fiebre Hemorrágica Argentina;2
1D61.1;Fiebre Hemorrágica Boliviana;2
1D61.2;Fiebre De Lassa;2
1D61.3;Fiebre Hemorrágica Venezolana;2
1D61.Y;Otra Enfermedad Por Arenavirus Especificada;2
1D61.Z;"Enfermedad Por Arenavirus, Sin Especificación";2
1D62;Enfermedad Hantavirus;1
1D62.0;Fiebre Hemorrágica Con Síndrome Renal;2
1D62.1;Síndrome Pulmonar Por Hantavirus;2
1D62.2;Enfermedad Atípica Por Hantavirus;2
1D62.Y;Otra Enfermedad Hantavirus Especificada;2
1D62.Z;"Enfermedad Hantavirus, Sin Especificación";2
1D63;Encefalitis Por Henipavirus;1
1D64;Síndrome Respiratorio De Oriente Medio;1
1D65;Síndrome Respiratorio Agudo Grave;1
1D6Y;Otra Zoonosis Viral Especificada;1
1D6Z;"Zoonosis Viral, Sin Especificación Del Virus";1
1D80;Parotiditis;1
1D80.0;Parotiditis Sin Complicación;2
1D80.1;Orquitis Por El Virus De La Parotiditis;2
1D80.2;Meningitis Por Virus De La Parotiditis;2
1D80.3;Encefalitis Por El Virus De La Parotiditis;2
1D80.4;Pancreatitis Por El Virus De La Parotiditis;2
1D80.Y;Otra Parotiditis Especificada;2
1D81;Mononucleosis Infecciosa;1
1D81.0;Mononucleosis Por El Virus De Epstein-Barr;2
1D81.1;Mononucleosis Por Citomegalovirus;2
1D81.Y;Otra Mononucleosis Infecciosa Especificada;2
1D81.Z;"Mononucleosis Infecciosa, Sin Especificación";2
1D82;Enfermedad Citomegaloviral;1
1D82.0;Hepatitis Por Citomegalovirus;2
1D82.1;Pancreatitis Por Citomegalovirus;2
1D82.Y;Otra Enfermedad Citomegaloviral Especificada;2
1D82.Z;"Enfermedad Citomegaloviral, Sin Especificación";2
1D83;Mialgia Epidémica;1
1D84;Conjuntivitis Viral;1
1D84.0;Conjuntivitis Debido A Adenovirus;2
1D84.1;Conjuntivitis Hemorrágica Epidémica Aguda;2
1D84.Y;Otra Conjuntivitis Viral Especificada;2
1D84.Z;"Conjuntivitis Viral, Sin Especificación";2
1D85;Carditis Viral;1
1D85.0;Miocardiopatía Dilatada Secundaria A Miocarditis Viral;2
1D85.1;Carditis Viral Aguda;2
1D85.2;Carditis Viral Crónica;2
1D85.3;Miocarditis Aséptica Del Recién Nacido;2
1D85.4;Carditis Por Coxsackie;2
1D85.Y;Otra Carditis Viral Especificada;2
1D85.Z;"Carditis Viral, Sin Especificación";2
1D86;"Fiebre Hemorrágica Viral, No Clasificada En Otra Parte";1
1D90;Infección Por Adenovirus De Localización No Especificada;1
1D91;Infección Por Enterovirus De Localización No Especificada;1
1D92;Infección Por Coronavirus De Localización No Especificada;1
1D93;Infección Por Parvovirus De Localización No Especificada;1
1D9Y;Otra Infección Viral Especificada De Localización No Especificado;1
1D9Z;"Infección Viral De Localización No Especificada, Sin Especificación";1
1E1Y;Otras Enfermedades Virales Especificadas;1
1E1Z;"Enfermedad Viral, Sin Especificación";1
1E30;Influenza Debida A Virus De La Influenza Estacional Identificado;1
1E31;Influenza Por Virus De La Influenza Pandémica O Zoonótica Identificada;1
1E32;Influenza Por Virus No Identificado;1
1E50;Hepatitis Viral Aguda;1
1E50.0;Hepatitis A Aguda;2
1E50.1;Hepatitis B Aguda;2
1E50.2;Hepatitis C Aguda;2
1E50.3;Hepatitis D Aguda;2
1E50.4;Hepatitis E Aguda;2
1E50.Y;Otra Hepatitis Viral Aguda Especificada;2
1E50.Z;"Hepatitis Viral Aguda, Sin Especificación";2
1E51;Hepatitis Viral Crónica;1
1E51.0;Hepatitis B Crónica;2
1E51.00;Hepatitis B Crónica Con Coinfección Por El Virus De La Inmunodeficiencia Humana;3
1E51.0Y;Otra Hepatitis B Crónica Especificada;3
1E51.0Z;"Hepatitis B Crónica, Sin Especificación";3
1E51.1;Hepatitis C Crónica;2
1E51.2;Hepatitis D Crónica;2
1E51.3;Hepatitis E Crónica;2
1E51.Y;Otra Hepatitis Viral Crónica Especificada;2
1E51.Z;"Hepatitis Viral Crónica, Sin Especificación";2
1E5Z;"Hepatitis Viral, Sin Especificación";1
1E70;Viruela;1
1E71;Viruela De Los Simios;1
1E72;Viruela Vacuna;1
1E73;Vaccinia;1
1E74;Viruela De Los Búfalos;1
1E75;Ectima Contagioso;1
1E76;Molusco Contagioso;1
1E7Y;Otras Infecciones Por Poxvirus Especificadas;1
1E7Z;"Infecciones Por Poxvirus, Sin Especificación";1
1E80;Verrugas Comunes;1
1E80.0;Verrugas De Los Dedos O Periungueales;2
1E80.1;Verrugas Plantares;2
1E80.Y;Otras Verrugas Comunes Especificadas;2
1E81;Verrugas Planas;1
1E82;Verrugas De Los Labios O De La Cavidad Bucal;1
1E82.0;Hiperplasia Epitelial Focal De Las Mucosas Bucales;2
1E83;Proliferación Del Virus Del Papiloma Humano En Situaciones De Inmunodeficiencia;1
1E8Z;"Infección Mucocutánea Por El Virus Del Papiloma Humano, Sin Especificación";1
1E90;Varicela;1
1E90.0;Varicela Sin Complicaciones;2
1E90.1;Meningitis Por Varicela;2
1E90.2;Encefalitis Por Varicela;2
1E90.Y;Varicela Con Otra Complicación Especificada;2
1E90.Z;"Varicela, Sin Especificación";2
1E91;Zóster;1
1E91.0;Zóster Sin Complicaciones;2
1E91.1;Zóster Oftálmico;2
1E91.2;Zóster Diseminado;2
1E91.3;Zóster Con Afectación Del Sistema Nervioso Central;2
1E91.4;Neuropatía Aguda De Un Nervio Craneal Por Zóster;2
1E91.40;Neuropatía Aguda Del Trigémino Por Zóster;3
1E91.41;Ganglionitis Herpética Geniculada Aguda;3
1E91.4Y;Otra Neuropatía Aguda Especificada De Un Nervio Craneal Por Zóster;3
1E91.5;Polineuropatía Postherpética;2
1E91.Y;Zóster Con Otras Complicaciones Especificadas;2
1E91.Z;"Zóster, Sin Especificación";2
1F00;Infecciones Por Herpes Simple;1
1F00.0;Infección Mucocutánea Por Herpes Simple;2
1F00.00;Infección Cutánea Por Herpes Simple;3
1F00.01;Herpes Simple Del Labio;3
1F00.02;Gingivoestomatitis Por Herpes Simple;3
1F00.03;Infección Cutánea Diseminada Por Herpes Simple Complicando Otras Enfermedades De La Piel;3
1F00.0Y;Otra Infección Mucocutánea Especificada Por Virus Del Herpes Simple;3
1F00.1;Infección Ocular Por Herpes Simple;2
1F00.10;Queratitis Por Herpes Simple;3
1F00.11;Infección Palpebral Por Herpes Simplex;3
1F00.1Y;Otra Infección Ocular Por Herpes Simple Especificada;3
1F00.1Z;"Infección Ocular Por Herpes Simple, Sin Especificación";3
1F00.2;Infección Del Sistema Nervioso Central Por Herpes Simplex;2
1F00.20;Meningitis Por Herpes Simplex;3
1F00.21;Encefalitis Por Herpes Simplex;3
1F00.3;Infección Diseminada Por Herpes Simplex;2
1F00.Y;Otras Infecciones Por Herpes Simple Especificadas;2
1F00.Z;"Infecciones Por Herpes Simple, Sin Especificación";2
1F01;Exantema Súbito;1
1F02;Rubéola;1
1F02.0;Rubéola Con Complicaciones Neurológicas;2
1F02.1;Artritis Por Rubéola;2
1F02.2;Rubéola Sin Complicaciones;2
1F02.Y;Otra Rubéola Especificada;2
1F03;Sarampión;1
1F03.0;Sarampión Sin Complicaciones;2
1F03.1;Sarampión Complicado Con Encefalitis;2
1F03.2;Sarampión Complicado Con Meningitis;2
1F03.Y;Sarampión Con Otras Complicaciones;2
1F04;Eritema Infeccioso;1
1F05;Infecciones Por Picornavirus Que Se Manifiestan En La Piel O Las Mucosas;1
1F05.0;Estomatitis Vesicular Enteroviral;2
1F05.1;Faringitis Vesicular Enteroviral;2
1F05.2;Fiebre Exantemática Enteroviral;2
1F05.3;Enfermedad De Pie Y Boca;2
1F05.Y;Otras Infecciones Por Picornavirus Especificadas Que Se Manifiestan En La Piel O Las Mucosas;2
1F0Y;Otras Infecciones Virales Especificadas Caracterizadas Por Lesiones Cutáneas O Mucosas;1
1F0Z;"Infecciones Virales Caracterizadas Por Lesiones Cutáneas O Mucosas, Sin Especificación";1
1F20;Aspergilosis;1
1F20.0;Aspergilosis Invasora;2
1F20.00;Aspergilosis Invasora Del Tubo Digestivo;3
1F20.01;Aspergilosis Cerebral Invasora;3
1F20.02;Aspergilosis Diseminada;3
1F20.0Y;Otra Aspergilosis Invasora Especificada;3
1F20.1;Aspergilosis No Invasora;2
1F20.10;Otomicosis Por Aspergillus;3
1F20.11;Aspergilosis Crónica De Los Senos Paranasales;3
1F20.12;Aspergilosis Pulmonar Crónica;3
1F20.13;Aspergilosis Amigdalina;3
1F20.14;Bronquitis Por Aspergillus;3
1F20.15;Traqueobronquitis Obstructiva Por Aspergillus;3
1F20.1Y;Otra Aspergilosis No Invasora Especificada;3
1F20.Z;"Aspergilosis, Sin Especificación";2
1F21;Basidiobolomicosis;1
1F22;Blastomicosis;1
1F23;Candidosis;1
1F23.0;Candidosis Labial O De La Mucosa Bucal;2
1F23.1;Candidosis De La Piel O De Las Membranas Mucosas;2
1F23.10;Candidosis Vulvovaginal;3
1F23.11;Balanopostitis Por Candida;3
1F23.12;Candidosis Flexural O Intertriginosa;3
1F23.13;Candidosis De La Uña O El Paroniquio;3
1F23.14;Candidosis Mucocutánea Crónica;3
1F23.15;Candidosis Cutánea Diseminada;3
1F23.16;Otomicosis Por Candida;3
1F23.1Y;Otra Candidosis Especificada De La Piel O De Las Membranas Mucosas;3
1F23.1Z;"Candidosis De La Piel O De Las Membranas Mucosas, Sin Especificación";3
1F23.2;Candidosis Del Aparato Gastrointestinal;2
1F23.3;Candidosis Invasora O Sistémica;2
1F23.30;Meningitis Por Candida;3
1F23.31;Candidosis Pulmonar;3
1F23.3Y;Otra Candidosis Invasora O Sistémica Especificada;3
1F23.3Z;"Candidosis Invasora O Sistémica, Sin Especificación";3
1F23.Y;Otra Candidosis Especificada;2
1F23.Z;"Candidosis, Sin Especificación";2
1F24;Cromoblastomicosis;1
1F25;Coccidioidomicosis;1
1F25.0;Coccidioidomicosis Pulmonar;2
1F25.00;Coccidioidomicosis Pulmonar Aguda;3
1F25.01;Coccidioidomicosis Pulmonar Crónica;3
1F25.1;Coccidioidomicosis Extratorácica;2
1F25.10;Coccidioidomicosis Diseminada;3
1F25.11;Coccidioidomicosis Cutánea Primaria;3
1F25.12;Meningitis Coccidioides;3
1F25.1Y;Otra Coccidioidomicosis Extratorácica Especificada;3
1F25.Z;"Coccidioidomicosis, Sin Especificación";2
1F26;Conidiobolomicosis;1
1F27;Criptococosis;1
1F27.0;Criptococosis Pulmonar;2
1F27.1;Criptococosis Cerebral;2
1F27.2;Criptococosis Diseminada;2
1F27.Y;Otra Criptococosis Especificada;2
1F27.Z;"Criptococosis, Sin Especificación";2
1F28;Dermatofitosis;1
1F28.0;Dermatofitosis Del Cuero Cabelludo;2
1F28.1;Dermatofitosis De Las Uñas;2
1F28.2;Dermatofitosis Del Pie;2
1F28.3;Dermatofitosis Genitocrural;2
1F28.4;Querion;2
1F28.5;Dermatofitosis Diseminada;2
1F28.Y;Otra Dermatofitosis Especificada;2
1F28.Z;"Dermatofitosis, Sin Especificación";2
1F29;Eumicetoma;1
1F2A;Histoplasmosis;1
1F2A.0;Histoplasmosis Capsulati Pulmonar;2
1F2A.1;Histoplasmosis Por Histoplasmosis Duboisii;2
1F2A.Y;Otra Histoplasmosis Especificada;2
1F2A.Z;"Histoplasmosis, Sin Especificación";2
1F2B;Lobomicosis;1
1F2C;Mucormicosis;1
1F2D;Dermatomicosis Superficiales No Dermatofíticas;1
1F2D.0;Pitiriasis Versicolor;2
1F2D.1;Foliculitis Por Malassezia;2
1F2D.2;Piedra Blanca;2
1F2D.3;Piedra Negra;2
1F2D.4;Tiña Negra;2
1F2D.5;Onicomicosis Por Hongos No Dermatofíticos;2
1F2D.Y;Otras Dermatomicosis Superficiales No Dermatofíticas Especificadas;2
1F2E;Paracoccidioidomicosis;1
1F2E.0;Paracoccidioidomicosis Pulmonar;2
1F2E.1;Paracoccidioidomicosis Diseminada;2
1F2E.Y;Otra Paracoccidioidomicosis Especificada;2
1F2E.Z;"Paracoccidioidomicosis, Sin Especificación";2
1F2F;Feohifomicosis;1
1F2G;Neumocistosis;1
1F2G.0;Neumocistosis Pulmonar;2
1F2G.Z;"Neumocistosis, Sin Especificación";2
1F2H;Escedosporiosis;1
1F2J;Esporotricosis;1
1F2J.0;Esporotricosis Linfocutánea;2
1F2J.1;Esporotricosis Cutánea Fija;2
1F2J.2;Esporotricosis Pulmonar;2
1F2J.3;Esporotricosis Diseminada;2
1F2J.Y;Otra Esporotricosis Especificada;2
1F2J.Z;"Esporotricosis, Sin Especificación";2
1F2K;Talaromicosis;1
1F2L;Emmonsiosis;1
1F2L.0;Adiaspiromicosis Diseminada;2
1F2L.1;Adiaspiromicosis Pulmonar;2
1F2L.Y;Otro(A)(S) Emmonsiosis Especificado(A)(S);2
1F2L.Z;"Emmonsiosis, Sin Especificación";2
1F2Y;Otro(A)(S) Micosis Especificado(A)(S);1
1F2Z;"Micosis, Sin Especificación";1
1F40;Paludismo Por Plasmodium Falciparum;1
1F40.0;Paludismo Por Plasmodium Falciparum Con Complicaciones Cerebrales;2
1F40.Y;Otro Paludismo Especificado Por Plasmodium Falciparum;2
1F40.Z;"Paludismo Por Plasmodium Falciparum, Sin Especificación";2
1F41;Paludismo Por Plasmodium Vivax;1
1F41.0;Paludismo Por Plasmodium Vivax Con Rotura De Bazo;2
1F41.Y;Paludismo Por Plasmodium Vivax Con Otras Complicaciones;2
1F41.Z;Paludismo Por Plasmodium Vivax Sin Complicaciones;2
1F42;Paludismo Por Plasmodium Malariae;1
1F42.0;Paludismo Por Plasmodium Malariae Con Nefropatía;2
1F42.Y;Paludismo Por Plasmodium Malariae Con Otras Complicaciones;2
1F42.Z;"Paludismo Por Plasmodium Malariae, Sin Complicaciones";2
1F43;Paludismo Por Plasmodium Ovale;1
1F44;Otro Paludismo Con Confirmación Parasitológica;1
1F45;Paludismo Sin Confirmación Parasitológica;1
1F4Z;"Paludismo, Sin Especificación";1
1F50;Acantamebiasis;1
1F51;Tripanosomiasis Africana;1
1F51.0;Tripanosomiasis Gambiense;2
1F51.00;Meningitis De La Tripanosomiasis Gambiense;3
1F51.0Y;Otra Tripanosomiasis Gambiense Especificada;3
1F51.0Z;"Tripanosomiasis Gambiense, Sin Especificación";3
1F51.1;Tripanosomiasis Rodesiense;2
1F51.10;Meningitis De La Tripanosomiasis Rodesiense;3
1F51.1Y;Otra Tripanosomiasis Rodesiense Especificada;3
1F51.1Z;"Tripanosomiasis Rodesiense, Sin Especificación";3
1F51.Y;Otra Tripanosomiasis Africana Especificada;2
1F51.Z;"Tripanosomiasis Africana, Sin Especificación";2
1F52;Babesiosis;1
1F53;Enfermedad De Chagas;1
1F53.1;Enfermedad De Chagas Aguda Sin Afectación Cardíaca;2
1F53.2;Enfermedad De Chagas Crónica Con Afectación Cardíaca;2
1F53.3;Enfermedad De Chagas Con Afectación Del Aparato Digestivo;2
1F53.4;Meningitis En La Enfermedad De Chagas;2
1F53.Y;Otra Enfermedad De Chagas Especificada;2
1F53.Z;"Enfermedad De Chagas, Sin Especificación";2
1F54;Leishmaniosis;1
1F54.0;Leishmaniosis Visceral;2
1F54.1;Leishmaniosis Cutánea;2
1F54.2;Leishmaniosis Mucocutánea;2
1F54.Z;"Leishmaniosis, Sin Especificación";2
1F55;Naegleriasis;1
1F56;Rinosporidiosis;1
1F57;Toxoplasmosis;1
1F57.0;Hepatitis Por Toxoplasma Gondii;2
1F57.1;Meningoencefalitis Por Toxoplasma Gondii;2
1F57.2;Toxoplasmosis Pulmonar Por Toxoplasma Gondii;2
1F57.3;Enfermedad Ocular Por Toxoplasma Gondii;2
1F57.Y;Otra Toxoplasmosis Especificada;2
1F57.Z;"Toxoplasmosis, Sin Especificación";2
1F58;Microsporidiosis;1
1F5Z;"Enfermedad Protozoaria Extraintestinal, Sin Especificación";1
1F60;Angiostrongiliasis;1
1F60.0;Meningitis Eosinofílica Por Angiostrongylus Cantonensis;2
1F60.1;Angiostrongiliasis Intestinal;2
1F60.Y;Otra Angiostrongiliasis Especificada;2
1F60.Z;"Angiostrongiliasis, Sin Especificación";2
1F61;Anisakiasis;1
1F62;Ascariosis;1
1F63;Capilariasis;1
1F63.0;Capilariasis Intestinal;2
1F63.Y;Otra Capilariasis Especificada;2
1F63.Z;"Capilariasis, Sin Especificación";2
1F64;Dracunculosis;1
1F65;Enterobiasis;1
1F66;Filariasis;1
1F66.0;Loasis;2
1F66.1;Mansoneliasis;2
1F66.2;Filariosis Por Brugia;2
1F66.3;Filariosis Linfática;2
1F66.30;Filariosis Por Wuchereria Bancrofti;3
1F66.31;Filariosis Por Brugia Malayi;3
1F66.32;Filariosis Por Brugia Timori;3
1F66.3Z;"Filariosis Linfática, Sin Especificación";3
1F66.4;Dirofilariosis Subcutánea;2
1F66.Y;Otras Filariasis Especificadas;2
1F66.Z;"Filariasis, Sin Especificación";2
1F67;Gnatostomiasis;1
1F68;Enfermedades Por Ancylostoma;1
1F68.0;Anquilostomiasis;2
1F68.1;Necatoriasis;2
1F68.2;Larva Migratoria Cutánea;2
1F69;Esofagostomiasis;1
1F6A;Oncocercosis;1
1F6A.0;Oncocercosis Ocular;2
1F6A.1;Oncocercosis De La Piel;2
1F6A.Y;Otra Oncocercosis Especificada;2
1F6B;Estrongiloidosis;1
1F6C;Singamosis;1
1F6D;Toxocariasis;1
1F6E;Triquinosis;1
1F6F;Tricostrongilosis;1
1F6G;Trichuriasis;1
1F6H;Uncinariosis;1
1F6Y;Otras Enfermedades Especificadas Por Nematodos;1
1F6Z;"Enfermedades Por Nematodos, Sin Especificación";1
1F70;Cisticercosis;1
1F70.0;Cisticercosis Del Sistema Nervioso Central;2
1F70.00;Meningitis Por Cisticercosis;3
1F70.1;Cisticercosis Ocular;2
1F70.Y;Otra Cisticercosis Especificada;2
1F70.Z;"Cisticercosis, Sin Especificación";2
1F71;Difilobotriosis;1
1F72;Dipilidiasis;1
1F73;Equinococosis;1
1F73.0;Equinococosis Hepática;2
1F73.1;Equinococosis Pulmonar;2
1F73.2;Equinococosis ósea;2
1F73.3;Equinococosis Del Sistema Nervioso Central;2
1F73.Y;Otra Equinococosis Especificada;2
1F73.Z;"Equinococosis, Sin Especificación";2
1F74;Himenolepiasis;1
1F75;Esparganosis;1
1F76;Teniosis;1
1F76.0;Teniosis Por Taenia Solium;2
1F76.1;Teniosis Por Taenia Saginata;2
1F76.Y;Otra Teniosis Especificada;2
1F76.Z;"Teniosis, Sin Especificación";2
1F7Y;Otras Enfermedades Por Cestodos Especificadas;1
1F7Z;"Enfermedades Por Cestodos, Sin Especificación";1
1F80;Clonorquiasis;1
1F81;Dicroceliosis;1
1F82;Fasciolosis;1
1F83;Fasciolopsiasis;1
1F84;Opistorquiasis;1
1F85;Paragonimiasis;1
1F86;Esquistosomiasis;1
1F86.0;Esquistosomiasis Por Schistosoma Haematobium;2
1F86.1;Esquistosomiasis Por Schistosoma Mansoni;2
1F86.2;Esquistosomiasis Por Schistosoma Japonicum;2
1F86.3;Otras Esquistosomiasis;2
1F86.4;Dermatitis Por Cercarias;2
1F86.5;Neumonitis Por Schistosoma;2
1F86.Z;"Esquistosomiasis, Sin Especificación";2
1F8Y;Otras Enfermedades Por Trematodos Especificadas;1
1F8Z;"Enfermedades Por Trematodos, Sin Especificación";1
1F90;Helmintiasis De Otro Tipo Y Sin Especificación;1
1F90.0;Helmintiasis Intestinal Mixta;2
1F90.1;Infestación Parasitaria Intestinal No Especificada En Otra Parte;2
1F90.2;"Helmintiasis Intestinal, Sin Especificación";2
1F90.Y;"Otra Helmintiasis Especificada O Sin Especificación, Especificada";2
1F90.Z;"Otra Helmintiasis Especificada O Sin Especificación, Sin Especificación";2
1F91;Difilobotriasis Y Esparganosis;1
1F9Z;"Helmintiasis, Sin Especificación";1
1G00;Infestación Por Piojo;1
1G00.0;Pediculosis De La Cabeza;2
1G00.1;Pediculosis Del Cuerpo;2
1G00.Z;"Pediculosis, Sin Especificación";2
1G01;Miasis;1
1G01.0;Miasis Ocular;2
1G01.1;Miasis Nasofaríngea;2
1G01.2;Miasis Laríngea;2
1G01.3;Miasis Cutánea;2
1G01.Y;Otra Miasis Especificada;2
1G01.Z;"Miasis, Sin Especificación";2
1G02;Hirudiniasis Externa;1
1G03;Ptiriasis;1
1G04;Sarna;1
1G04.0;Sarna Clásica;2
1G04.1;Sarna Costrosa;2
1G04.Y;"Sarna, De Otros Tipos Y Sin Especificación";2
1G05;Tungiasis;1
1G06;Cimicosis;1
1G07;Infestación Por ácaros;1
1G07.0;Infestación Por Demodex;2
1G07.Y;Otra Infestación Especificada Por ácaros;2
1G0Y;Otras Infestaciones Por Ectoparásitos Especificada;1
1G0Z;"Infestaciones Por Ectoparásitos, Sin Especificación";1
1G2Y;Otras Parasitosis Especificadas;1
1G2Z;"Parasitosis, Sin Especificación";1
1G40;Sepsis Sin Choque Séptico;1
1G41;Sepsis Con Choque Séptico;1
1G60;Algunos Otros Trastornos De Origen Infeccioso;1
1G60.0;Micetoma De Tipo Desconocido O No Especificado;2
1G60.1;Pitiosis;2
